Word,Start (s),End (s)
each,72.4,72.5
one,72.5,72.6
of,72.6,72.8
those,72.8,73.0
but,73.0,73.4
they're,73.4,73.5
still,73.5,73.8
diamond-shaped,73.8,74.4
and,74.4,75.7
they're,75.7,75.8
going,75.8,75.9
to,75.9,76.0
be,76.0,76.1
built,76.1,76.3
in,76.3,76.4
a,76.4,76.5
pyramidal,76.5,77.0
pure,77.0,77.7
middleweight,77.7,78.4
I,78.4,78.4
guess,78.4,78.7
so,78.7,79.3
move,79.3,79.8
the,79.8,80.0
block,80.0,80.7
on,80.7,80.8
top,80.8,81.1
of,81.1,81.2
you,81.2,81.4
either,81.4,81.4
one,81.4,81.7
of,81.7,81.8
those,81.8,81.9
I-80,81.9,82.6
near,82.6,83.0
eat,83.0,83.3
near,83.3,83.7
to,83.7,84.0
each,84.0,84.1
other,84.1,84.3
not,84.3,84.8
those,84.8,85.1
ones,85.1,85.3
but,85.3,85.8
the,85.8,85.9
ones,85.9,85.9
on,85.9,86.6
there,86.6,88.1
going,88.1,88.2
to,88.2,88.3
be,88.3,88.3
an,88.3,89.3
appears,89.3,89.7
that,89.7,89.8
they're,89.8,90.0
not,90.0,90.2
quite,90.2,90.6
touching,90.6,91.0
but,91.0,92.1
they're,92.1,92.2
more,92.2,92.6
near,92.6,92.9
to,92.9,93.1
each,93.1,93.2
other,93.2,93.4
so,93.4,94.0
you,94.0,94.2
might,94.2,94.4
want,94.4,94.6
to,94.6,94.6
move,94.6,94.7
the,94.7,94.8
blocks,94.8,95.2
of,95.2,95.4
heights,95.4,95.7
zero,95.7,96.0
farther,96.0,96.8
away,96.8,96.9
from,96.9,97.2
each,97.2,97.3
other,97.3,97.4
yeah,97.4,97.8
but,97.8,98.5
only,98.5,98.6
the,98.6,98.9
ones,98.9,99.2
nearest,99.2,99.6
and,99.6,99.6
farthest,99.6,99.8
you,99.8,100.2
not,100.2,100.4
the,100.4,100.5
ones,100.5,100.7
on,100.7,100.7
the,100.7,100.8
left,100.8,100.9
or,100.9,101.1
the,101.1,101.2
right,101.2,101.3
then,102.4,104.6
there,104.6,105.7
is,105.7,106.0
a,106.0,106.6
block,106.6,107.2
stacked,107.2,108.3
on,108.3,108.4
top,108.4,108.5
of,108.5,108.8
those,108.8,109.0
two,109.0,109.4
that,109.4,110.7
you,110.7,110.8
just,110.8,111.0
made,111.0,111.3
yet,111.3,112.2
it,112.2,112.4
looks,112.4,112.6
like,112.6,112.8
it's,112.8,113.1
whatever,113.1,115.1
I,115.1,115.4
haven't,115.4,115.9
checked,115.9,116.1
yet,116.1,116.3
again,116.3,116.5
and,116.5,117.7
then,117.7,117.9
focusing,117.9,119.3
on,119.3,119.4
the,119.4,119.5
ones,119.5,119.7
on,119.7,119.8
the,119.8,119.8
left,119.8,119.9
or,119.9,120.2
the,120.2,120.3
right,120.3,120.3
there,120.3,121.2
is,121.2,121.3
diamond,121.3,122.6
shaped,122.6,123.0
ones,123.0,123.3
on,123.3,123.4
this,123.4,123.6
they're,123.6,124.3
not,124.3,124.5
touching,124.5,124.9
the,124.9,125.0
ones,125.0,125.2
in,125.2,125.3
the,125.3,125.4
middle,125.4,125.5
and,127.6,128.3
that,128.3,128.7
looks,128.7,129.0
about,129.0,129.2
right,129.2,129.4
