Word,Start (s),End (s)
of,109.0,109.1
that,109.1,109.2
and,111.1,111.5
then,111.5,111.6
I,111.6,111.7
want,111.7,112.0
you,112.0,112.1
to,112.1,112.2
pull,112.2,113.0
out,113.0,113.2
a,113.2,113.2
little,113.2,113.4
bit,113.4,113.7
more,113.7,113.9
right,113.9,114.2
and,114.2,115.0
now,115.0,115.1
I,115.1,115.2
want,115.2,115.3
you,115.3,115.5
to,115.5,115.6
do,115.6,115.7
that,115.7,115.9
half,115.9,116.2
Twist,116.2,116.6
Again,116.6,116.7
the,118.7,119.1
other,119.1,119.3
way,119.3,119.4
a,121.7,122.0
little,122.0,122.3
too,122.3,122.5
much,122.5,122.5
come,122.5,123.4
back,123.4,123.6
a,123.6,123.6
little,123.6,123.7
bit,123.7,123.9
okay,123.9,124.6
now,124.6,125.3
take,125.3,125.6
a,125.6,125.6
block,125.6,126.1
and,126.1,126.9
place,126.9,127.4
it,127.4,127.6
parallel,128.7,129.7
to,129.7,129.8
that,129.8,130.0
block,130.0,130.4
that,130.4,131.1
makes,131.1,131.3
sense,131.3,131.7
no,131.7,132.7
match,135.7,137.0
can,137.0,137.4
you,137.4,137.5
match,137.5,137.9
it,137.9,138.0
to,138.0,138.1
that,138.1,138.4
but,138.4,138.8
now,138.8,139.0
that,139.0,139.5
I'm,139.5,139.7
sorry,139.7,139.9
exactly,139.9,140.7
God,140.7,142.2
all,142.2,143.0
right,143.0,143.3
to,143.3,144.4
the,144.4,144.6
right,144.6,144.8
of,144.8,145.1
the,145.1,145.2
block,145.2,145.6
you,145.6,145.7
just,145.7,146.0
laid,146.0,146.5
is,146.5,147.3
that,147.3,147.6
walk,147.6,148.0
and,148.0,149.3
now,149.3,149.8
bring,149.8,150.1
it,150.1,150.3
towards,150.3,150.6
you,150.6,150.8
face,150.8,151.5
it,151.5,151.6
that,151.6,151.7
way,151.7,152.0
but,152.0,152.1
bring,152.1,152.3
it,152.3,152.3
towards,152.3,152.6
you,152.6,152.8
and,153.9,154.3
now,154.3,154.5
Twisted,154.5,155.1
slightly,155.1,155.6
back,155.6,156.0
to,156.0,156.3
the,156.3,156.6
left,156.6,157.9
holy,162.8,163.3
cow,163.3,163.4
