the,DT
one,CD
you,PRP
just,RB
slid,VBD
but,CC
slightly,RB
farther,RBR
back,RB
away,RB
from,IN
you,PRP
away,RB
from,IN
you,PRP
just,RB
a,DT
little,JJ
bit,NN
Yeah,UH
but,CC
not,RB
as,RB
far,RB
as,IN
the,DT
the,DT
last,JJ
row,NN
dogs,NNS
good,JJ
okay,JJ
I,PRP
think,VBP
that,DT
's,VBZ
all,DT
first,JJ
layer,NN
so,RB
second,JJ
layer,NN
is,VBZ
4,CD
blocks,NNS
there,EX
's,VBZ
one,CD
block,NN
in,IN
the,DT
middle,NN
of,IN
the,DT
two,CD
closest,JJS
to,TO
you,PRP
that,DT
's,VBZ
about,RB
right,JJ
and,CC
then,RB
3,CD
blocks,NNS
in,IN
just,RB
about,IN
a,DT
horizontal,JJ
row,NN
right,NN
behind,IN
that,DT
yes,RB
in,IN
French,JJ
yep,RB
in,IN
the,DT
one,CD
farthest,JJS
to,TO
the,DT
right,NN
should,MD
hang,VB
off,RP
a,DT
little,JJ
bit,NN
like,IN
you,PRP
have,VBP
it,PRP
I,PRP
think,VBP
it,PRP
's,VBZ
right,RB
now,RB
put,VB
it,PRP
back,RP
like,IN
you,PRP
had,VBD
it,PRP
and,CC
there,EX
should,MD
be,VB
a,DT
small,JJ
gap,NN
between,IN
the,DT
one,CD
farthest,JJS
on,IN
the,DT
right,NN
that,IN
you,PRP
just,RB
touched,VBD
and,CC
the,DT
other,JJ
two,CD
so,IN
the,DT
other,JJ
two,CD
you,PRP
can,MD
slide,VB
the,DT
other,JJ
way,NN
oh,UH
but,CC
no,DT
actually,RB
I,PRP
told,VBD
you,PRP
the,DT
wrong,JJ
way,NN
sites,NNS
like,IN
those,DT
to,TO
the,DT
other,JJ
way,NN
they,PRP
should,MD
be,VB
a,DT
little,JJ
past,IN
the,DT
front,JJ
one,CD
just,RB
to,TO
know,VB
in,IN
the,DT
horizontal,JJ
Direction,NN
like,IN
you,PRP
were,VBD
doing,VBG
so,RB
does,VBZ
all,DT
yep,RB
stop,VB
there,RB
and,CC
then,RB
create,VB
a,DT
small,JJ
gap,NN
between,IN
those,DT
two,CD
and,CC
the,DT
last,JJ
one,CD
a,DT
little,JJ
less,JJR
okay,JJ
and,CC
there,EX
is,VBZ
a,DT
small,JJ
gap,NN
between,IN
those,DT
first,JJ
ones,NNS
to,TO
very,RB
small,JJ
you,PRP
got,VBD
those,DT
too,RB
okay,JJ
I,PRP
think,VBP
that,DT
's,VBZ
right,JJ
and,CC
then,RB
the,DT
last,JJ
way,NN
or,CC
is,VBZ
just,RB
one,CD
block,NN
on,IN
the,DT
top,NN
and,CC
it,PRP
goes,VBZ
in,IN
the,DT
middle,NN
of,IN
those,DT
three,CD
that,WDT
almost,RB
form,VBP
a,DT
square,NN
on,IN
your,PRP$
left,JJ
side,NN
put,VB
it,PRP
right,RB
on,IN
top,NN
of,IN
those,DT
in,IN
the,DT
middle,NN
get,VB
a,DT
little,JJ
closer,JJR
to,TO
you,PRP
yeah,NN
okay,JJ
I,PRP
think,VBP
we,PRP
have,VBP
it,PRP
