Word,Start (s),End (s)
it's,259.0,260.3
going,260.3,260.6
to,260.6,260.6
be,260.6,260.8
off,260.8,261.0
to,261.0,261.2
your,261.2,261.6
right,261.6,261.8
a,261.8,262.1
little,262.1,262.2
bit,262.2,262.3
so,262.3,263.5
that,263.5,263.6
it,263.6,263.8
touches,263.8,263.9
yeah,263.9,264.8
and,264.8,265.0
then,265.0,265.1
forward,265.1,265.4
towards,265.4,266.0
me,266.0,266.1
aggregate,269.8,270.7
