Word,Start (s),End (s)
a,61.2,61.7
little,61.7,62.0
more,62.0,62.1
are,63.6,64.0
the,64.0,64.1
other,64.1,64.4
pretty,64.4,64.5
good,64.5,64.7
check,64.7,65.8
then,65.8,66.7
can,67.7,68.1
I,68.1,68.2
have,68.2,68.3
a,68.3,68.3
block,68.3,68.7
behind,68.7,68.9
all,68.9,69.5
three,69.5,69.8
of,69.8,69.8
those,69.8,69.9
blocks,69.9,70.4
but,70.4,70.7
so,70.7,71.9
it'd,71.9,72.1
be,72.1,72.1
like,72.1,72.4
in,72.4,72.6
a,72.6,72.6
line,72.6,72.9
with,72.9,73.1
the,73.1,73.2
first,73.2,73.5
blotchy,73.5,73.8
placed,73.8,74.1
in,74.1,74.2
the,74.2,74.3
center,74.3,74.5
it's,74.5,77.4
going,77.4,77.7
to,77.7,77.7
be,77.7,77.8
behind,79.3,80.0
every,80.0,80.0
black,80.0,80.4
like,80.4,80.6
okay,82.6,83.2
it,83.2,83.3
sounds,83.3,83.4
like,83.4,83.7
it's,83.7,83.9
going,83.9,84.0
to,84.0,84.1
be,84.1,84.2
like,84.2,84.3
I,84.3,84.5
guess,84.5,84.7
two,84.7,84.9
blocks,84.9,85.2
basic,85.2,85.5
behind,85.5,85.8
that,85.8,85.9
what,85.9,86.7
it,86.7,86.8
looks,86.8,86.9
like,86.9,87.0
I,99.4,99.7
wish,99.7,99.9
you,99.9,100.0
could,100.0,100.1
see,100.1,100.3
this,100.3,100.4
picture,100.4,100.6
check,103.6,104.3
then,104.3,104.9
going,105.9,106.4
to,106.4,106.5
have,106.5,106.8
on,106.8,107.5
the,107.5,107.6
front,107.6,107.8
and,107.8,108.1
right,108.1,108.4
black,108.4,108.7
going,108.7,109.5
to,109.5,109.6
put,109.6,109.8
a,109.8,109.9
block,109.9,110.3
bouncing,110.3,110.9
on,110.9,111.0
those,111.0,111.3
two,111.3,111.6
then,113.4,115.3
same,115.3,115.9
thing,115.9,116.2
with,116.2,116.3
the,116.3,116.4
center,116.4,117.0
block,117.0,117.1
in,117.1,117.3
the,117.3,117.4
left,117.4,117.7
one,117.7,117.9
okay,127.1,128.3
and,128.3,128.5
then,128.5,128.7
right,136.9,137.4
there,137.4,137.7
Xbox,140.2,141.3
account,141.3,141.5
of,141.5,141.6
perplexing,141.6,142.2
you,142.2,142.4
going,142.4,142.6
to,142.6,142.6
take,142.6,142.9
another,142.9,143.2
block,143.2,143.6
put,143.6,144.0
it,144.0,144.1
on,144.1,144.3
the,144.3,144.5
very,144.5,144.6
back,144.6,144.9
block,144.9,145.4
but,146.4,146.9
halfway,146.9,147.4
so,149.4,149.9
I,149.9,150.0
can,150.0,150.2
looks,150.2,150.5
like,150.5,150.6
it's,150.6,150.8
hanging,150.8,151.0
off,151.0,151.3
I,151.3,151.4
guess,151.4,151.7
halfway,151.7,152.4
and,155.5,156.0
then,156.0,156.4
you,157.5,157.8
got,157.8,158.0
to,158.0,158.0
put,158.0,158.3
a,158.3,158.8
last,158.8,159.2
block,159.2,159.6
on,159.6,159.8
top,159.8,160.0
of,160.0,160.1
all,160.1,160.2
the,160.2,160.3
all,160.3,161.0
those,161.0,161.2
three,161.2,161.4
blocks,161.4,161.8
on,161.8,161.9
a,161.9,161.9
second,161.9,162.3
level,162.3,162.6
so,164.0,164.4
how,164.4,164.6
about,164.6,164.7
that,164.7,164.9
I,164.9,165.3
guess,165.3,165.4
I,165.4,166.0
could,166.0,166.1
probably,166.1,166.3
push,166.3,166.7
those,166.7,167.0
back,167.0,167.2
to,167.2,167.4
you,167.4,167.4
before,167.4,167.5
then,167.5,168.0
