black,JJ
on,IN
it,PRP
a,DT
block,NN
on,IN
the,DT
table,NN
that,WDT
's,VBZ
right,NN
on,IN
front,NN
of,IN
it,PRP
I,PRP
want,VBP
you,PRP
to,TO
stick,VB
the,DT
Block,NNP
in,IN
your,PRP$
hand,NN
on,IN
the,DT
side,NN
that,WDT
's,VBZ
closest,JJS
to,TO
you,PRP
put,VBP
on,IN
the,DT
table,NN
put,VBN
on,IN
the,DT
table,NN
move,VB
it,PRP
move,VB
it,PRP
behind,IN
move,NN
it,PRP
closer,JJR
to,TO
you,PRP
leave,VB
it,PRP
there,EX
move,VB
it,PRP
to,TO
your,PRP$
left,NN
would,MD
your,PRP$
left,NN
keep,VB
going,VBG
keep,VB
going,VBG
all,DT
right,NN
I,PRP
want,VBP
you,PRP
to,TO
position,VB
at,IN
catty-corner,NN
to,TO
that,DT
middle,JJ
block,NN
straight,RB
on,IN
straight,JJ
on,IN
that,IN
it,PRP
's,VBZ
it,PRP
's,VBZ
like,IN
parallel,NN
and,CC
I,PRP
want,VBP
you,PRP
to,TO
push,VB
it,PRP
just,RB
ever,RB
so,RB
slightly,RB
like,IN
a,DT
quarter,NN
of,IN
the,DT
blocks,NNS
listens,VBZ
to,TO
the,DT
perfect,JJ
you,PRP
see,VBP
that,IN
distance,NN
there,RB
okay,JJ
take,VB
one,CD
block,NN
I,PRP
want,VBP
you,PRP
to,TO
add,VB
it,PRP
to,TO
the,DT
same,JJ
distance,NN
on,IN
the,DT
other,JJ
side,NN
I,PRP
know,VBP
that,IN
that,DT
block,NN
that,WDT
's,VBZ
on,IN
the,DT
the,DT
right,RB
left,VBN
left,JJ
left,VBD
the,DT
left,JJ
side,NN
of,IN
that,IN
you,PRP
see,VBP
that,IN
left,VBN
most,RBS
block,VB
yep,NN
I,PRP
want,VBP
you,PRP
to,TO
stick,VB
it,PRP
I,PRP
want,VBP
to,TO
take,VB
that,DT
block,NN
right,NN
behind,IN
it,PRP
or,CC
in,IN
front,NN
of,IN
sorry,JJ
sorry,JJ
I,PRP
want,VBP
you,PRP
to,TO
take,VB
two,CD
blocks,NNS
checking,VBG
the,DT
other,JJ
in,IN
your,PRP$
life,NN
just,RB
put,VBN
on,IN
hold,VBP
them,PRP
together,RP
like,IN
that,DT
and,CC
you,PRP
see,VBP
that,IN
three-way,JJ
intersection,NN
looks,VBZ
like,IN
it,PRP
I,PRP
like,VBP
an,DT
inverted,JJ
pie,NN
from,IN
your,PRP$
position,NN
I,PRP
want,VBP
you,PRP
to,TO
stick,VB
those,DT
two,CD
blocks,NNS
right,RB
there,RB
on,IN
top,NN
of,IN
it,PRP
yes,RB
indeed,RB
they,PRP
see,VBP
that,IN
to,TO
Tower,NNP
block,VB
off,RP
the,DT
side,NN
that,WDT
should,MD
be,VB
not,RB
that,DT
should,MD
not,RB
be,VB
touching,VBG
those,DT
two,CD
blocks,NNS
I,PRP
just,RB
had,VBD
to,TO
put,VB
the,DT
top,JJ
one,CD
the,DT
top,JJ
one,CD
is,VBZ
perfect,JJ
can,MD
you,PRP
move,VB
the,DT
there,EX
's,VBZ
two,CD
on,IN
the,DT
top,JJ
there,EX
just,RB
a,DT
little,JJ
bit,NN
over,IN
to,TO
the,DT
right,JJ
soul,NN
tad,NN
bit,NN
yep,NN
should,MD
be,VB
even,RB
okay,JJ
we,PRP
can,MD
do,VB
this,DT
take,VB
one,CD
block,NN
I,PRP
want,VBP
you,PRP
TV,NN
D1,NN
the,DT
left-most,JJ
block,NN
from,IN
your,PRP$
position,NN
yes,RB
I,PRP
take,VBP
I,PRP
want,VBP
you,PRP
to,TO
take,VB
the,DT
block,NN
in,IN
your,PRP$
hand,NN
and,CC
once,RB
you,PRP
put,VBP
It,PRP
Caddy,JJ
corner,NN
other,JJ
side,JJ
Close,JJ
to,TO
You,PRP
Close,VBP
to,TO
You,PRP
yes,RB
perfect,JJ
I,PRP
want,VBP
you,PRP
take,VB
another,DT
block,NN
know,VB
that,DT
block,NN
I,PRP
just,RB
had,VBD
power,NN
I,PRP
just,RB
told,VBD
you,PRP
put,VB
down,RP
I,PRP
want,VBP
you,PRP
to,TO
go,VB
take,VB
the,DT
block,NN
in,IN
your,PRP$
hand,NN
I,PRP
want,VBP
you,PRP
to,TO
put,VB
a,DT
caddy,NN
corner,NN
to,TO
that,DT
one,CD
to,TO
the,DT
one,CD
that,IN
you,PRP
just,RB
put,VBD
them,PRP
perfect,JJ
and,CC
I,PRP
take,VBP
one,CD
more,JJR
block,NN
you,PRP
're,VBP
going,VBG
to,TO
stick,VB
that,DT
caddy,NN
corner,NN
at,IN
that,DT
caddy,NN
Corner,NN
intersection,NN
on,IN
top,NN
of,IN
it,PRP
just,RB
pick,VB
it,PRP
up,RP
yep,RB
perfect,JJ
they,PRP
have,VBP
one,CD
more,JJR
box,NN
to,TO
press,NN
and,CC
then,RB
you,PRP
're,VBP
done,VBN
for,IN
this,DT
one,CD
you,PRP
see,VBP
that,IN
there,EX
's,VBZ
two,CD
blocks,NNS
I,PRP
put,VBP
that,DT
had,VBD
to,TO
put,VB
down,RP
first,RB
one,CD
yep,NN
that,WDT
one,CD
right,NN
in,IN
the,DT
middle,JJ
even,RB
