Word,Start (s),End (s)
to,158.8,159.4
your,159.4,159.7
left,159.7,160.3
to,160.3,161.1
go,161.1,161.2
in,161.2,161.3
the,161.3,161.3
stroller,161.3,161.6
and,161.6,162.2
stick,162.2,162.5
that,162.5,162.6
one,162.6,162.9
in,162.9,163.0
front,163.0,163.2
of,163.2,163.3
it,163.3,163.4
okay,164.9,165.5
I,165.5,166.4
know,166.4,166.5
those,166.5,166.8
three,166.8,167.0
that,167.0,167.2
I,167.2,167.3
just,167.3,167.4
had,167.4,167.6
to,167.6,167.7
put,167.7,167.8
down,167.8,167.9
before,167.9,168.2
I,168.2,170.3
get,170.3,171.0
rid,171.0,171.1
of,171.1,171.2
them,171.2,171.3
put,172.0,173.8
them,173.8,173.9
away,173.9,174.0
